"Date","Country","Factor","RefRoute","Count","WithinTarget","OutsideTarget","PercentWithinTarget","Standard","StandardHit","AdditionalPatients","TargetLastMet","rank"
Jul 2024,"England","Breast","ALL ROUTES",4590,3333,"1257",0.726143790849673,0.85,"was NOT met",568.5,"Nov 2020","25th"
Jul 2024,"England","Breast","Breast Symptomatic",121,82,"39",0.677685950413223,NA,NA,NA,NA,NA
Jul 2024,"England","Breast","Consultant Upgrade",369,319,"50",0.86449864498645,NA,NA,NA,NA,NA
Jul 2024,"England","Breast","Screening",1551,1151,"400",0.742101869761444,NA,NA,NA,NA,NA
Jul 2024,"England","Breast","Urgent Suspected Cancer",2549,1781,"768",0.698705374656728,NA,NA,NA,NA,NA
Aug 2024,"England","Breast","ALL ROUTES",4289,3151,"1138",0.734670086267195,0.85,"was NOT met",494.65,"Nov 2020","29th"
Aug 2024,"England","Breast","Breast Symptomatic",114,81,"33",0.710526315789474,NA,NA,NA,NA,NA
Aug 2024,"England","Breast","Consultant Upgrade",355,313,"42",0.88169014084507,NA,NA,NA,NA,NA
Aug 2024,"England","Breast","Screening",1454,1091,"363",0.750343878954608,NA,NA,NA,NA,NA
Aug 2024,"England","Breast","Urgent Suspected Cancer",2366,1666,"700",0.70414201183432,NA,NA,NA,NA,NA
Sep 2024,"England","Breast","ALL ROUTES",4073,2925,"1148",0.718143874294132,0.85,"was NOT met",537.05,"Nov 2020","23rd"
Sep 2024,"England","Breast","Breast Symptomatic",121,86,"35",0.710743801652893,NA,NA,NA,NA,NA
Sep 2024,"England","Breast","Consultant Upgrade",352,303,"49",0.860795454545455,NA,NA,NA,NA,NA
Sep 2024,"England","Breast","Screening",1375,996,"379",0.724363636363636,NA,NA,NA,NA,NA
Sep 2024,"England","Breast","Urgent Suspected Cancer",2225,1540,"685",0.692134831460674,NA,NA,NA,NA,NA
Oct 2023,"England","Gynaecological","ALL ROUTES",1202,588,"614",0.489184692179701,0.85,"was NOT met",433.7,NA,""
Oct 2023,"England","Gynaecological","Consultant Upgrade",340,247,"93",0.726470588235294,NA,NA,NA,NA,NA
Oct 2023,"England","Gynaecological","Screening",43,30,"13",0.697674418604651,NA,NA,NA,NA,NA
Oct 2023,"England","Gynaecological","Urgent Suspected Cancer",819,311,"508",0.37973137973138,NA,NA,NA,NA,NA
Nov 2023,"England","Gynaecological","ALL ROUTES",1220,616,"604",0.504918032786885,0.85,"was NOT met",421,NA,"4th"
Nov 2023,"England","Gynaecological","Consultant Upgrade",330,245,"85",0.742424242424242,NA,NA,NA,NA,NA
Nov 2023,"England","Gynaecological","Screening",47,37,"10",0.787234042553192,NA,NA,NA,NA,NA
Nov 2023,"England","Gynaecological","Urgent Suspected Cancer",843,334,"509",0.396204033214709,NA,NA,NA,NA,NA
Dec 2023,"England","Gynaecological","ALL ROUTES",1070,563,"507",0.526168224299065,0.85,"was NOT met",346.5,NA,"6th"
Dec 2023,"England","Gynaecological","Consultant Upgrade",308,233,"75",0.756493506493506,NA,NA,NA,NA,NA
Dec 2023,"England","Gynaecological","Screening",40,31,"9",0.775,NA,NA,NA,NA,NA
Dec 2023,"England","Gynaecological","Urgent Suspected Cancer",722,299,"423",0.414127423822715,NA,NA,NA,NA,NA
Jan 2024,"England","Gynaecological","ALL ROUTES",1228,608,"620",0.495114006514658,0.85,"was NOT met",435.8,NA,"2nd"
Jan 2024,"England","Gynaecological","Consultant Upgrade",368,263,"105",0.714673913043478,NA,NA,NA,NA,NA
Jan 2024,"England","Gynaecological","Screening",37,27,"10",0.72972972972973,NA,NA,NA,NA,NA
Jan 2024,"England","Gynaecological","Urgent Suspected Cancer",823,318,"505",0.386391251518834,NA,NA,NA,NA,NA
Feb 2024,"England","Gynaecological","ALL ROUTES",1133,582,"551",0.513680494263019,0.85,"was NOT met",381.05,NA,"5th"
Feb 2024,"England","Gynaecological","Consultant Upgrade",358,249,"109",0.695530726256983,NA,NA,NA,NA,NA
Feb 2024,"England","Gynaecological","Screening",35,29,"6",0.828571428571429,NA,NA,NA,NA,NA
Feb 2024,"England","Gynaecological","Urgent Suspected Cancer",740,304,"436",0.410810810810811,NA,NA,NA,NA,NA
Mar 2024,"England","Gynaecological","ALL ROUTES",1149,670,"479",0.583115752828547,0.85,"was NOT met",306.65,NA,"11th"
Mar 2024,"England","Gynaecological","Consultant Upgrade",357,282,"75",0.789915966386555,NA,NA,NA,NA,NA
Mar 2024,"England","Gynaecological","Screening",49,40,"9",0.816326530612245,NA,NA,NA,NA,NA
Mar 2024,"England","Gynaecological","Urgent Suspected Cancer",743,348,"395",0.468371467025572,NA,NA,NA,NA,NA
Apr 2024,"England","Gynaecological","ALL ROUTES",1208,661,"547",0.547185430463576,0.85,"was NOT met",365.8,NA,"8th"
Apr 2024,"England","Gynaecological","Consultant Upgrade",391,298,"93",0.762148337595908,NA,NA,NA,NA,NA
Apr 2024,"England","Gynaecological","Screening",36,32,"4",0.888888888888889,NA,NA,NA,NA,NA
Apr 2024,"England","Gynaecological","Urgent Suspected Cancer",781,331,"450",0.42381562099872,NA,NA,NA,NA,NA
May 2024,"England","Gynaecological","ALL ROUTES",1185,590,"595",0.49789029535865,0.85,"was NOT met",417.25,NA,"3rd"
May 2024,"England","Gynaecological","Consultant Upgrade",372,279,"93",0.75,NA,NA,NA,NA,NA
May 2024,"England","Gynaecological","Screening",41,33,"8",0.804878048780488,NA,NA,NA,NA,NA
May 2024,"England","Gynaecological","Urgent Suspected Cancer",772,278,"494",0.360103626943005,NA,NA,NA,NA,NA
Jun 2024,"England","Gynaecological","ALL ROUTES",1202,700,"502",0.582362728785358,0.85,"was NOT met",321.7,NA,"10th"
Jun 2024,"England","Gynaecological","Consultant Upgrade",399,321,"78",0.804511278195489,NA,NA,NA,NA,NA
Jun 2024,"England","Gynaecological","Screening",43,34,"9",0.790697674418605,NA,NA,NA,NA,NA
Jun 2024,"England","Gynaecological","Urgent Suspected Cancer",760,345,"415",0.453947368421053,NA,NA,NA,NA,NA
Jul 2024,"England","Gynaecological","ALL ROUTES",1334,756,"578",0.56671664167916,0.85,"was NOT met",377.9,NA,"9th"
Jul 2024,"England","Gynaecological","Consultant Upgrade",430,326,"104",0.758139534883721,NA,NA,NA,NA,NA
Jul 2024,"England","Gynaecological","Screening",47,40,"7",0.851063829787234,NA,NA,NA,NA,NA
Jul 2024,"England","Gynaecological","Urgent Suspected Cancer",857,390,"467",0.455075845974329,NA,NA,NA,NA,NA
Aug 2024,"England","Gynaecological","ALL ROUTES",1253,744,"509",0.593774940143655,0.85,"was NOT met",321.05,NA,"12th"
Aug 2024,"England","Gynaecological","Consultant Upgrade",431,342,"89",0.793503480278422,NA,NA,NA,NA,NA
Aug 2024,"England","Gynaecological","Screening",54,39,"15",0.722222222222222,NA,NA,NA,NA,NA
Aug 2024,"England","Gynaecological","Urgent Suspected Cancer",768,363,"405",0.47265625,NA,NA,NA,NA,NA
Sep 2024,"England","Gynaecological","ALL ROUTES",1195,634,"561",0.530543933054393,0.85,"was NOT met",381.75,NA,"7th"
Sep 2024,"England","Gynaecological","Consultant Upgrade",391,291,"100",0.744245524296675,NA,NA,NA,NA,NA
Sep 2024,"England","Gynaecological","Screening",34,29,"5",0.852941176470588,NA,NA,NA,NA,NA
Sep 2024,"England","Gynaecological","Urgent Suspected Cancer",770,314,"456",0.407792207792208,NA,NA,NA,NA,NA
Oct 2023,"England","Haematological (excl. lymphoma)","ALL ROUTES",613,523,"90",0.853181076672104,0.85,"was met",0,NA,"2nd"
Oct 2023,"England","Haematological (excl. lymphoma)","Consultant Upgrade",319,297,"22",0.931034482758621,NA,NA,NA,NA,NA
Oct 2023,"England","Haematological (excl. lymphoma)","Screening",1,1,"0",1,NA,NA,NA,NA,NA
Oct 2023,"England","Haematological (excl. lymphoma)","Urgent Suspected Cancer",293,225,"68",0.767918088737201,NA,NA,NA,NA,NA
Nov 2023,"England","Haematological (excl. lymphoma)","ALL ROUTES",641,551,"90",0.859594383775351,0.85,"was met",0,"Oct 2023","5th"
Nov 2023,"England","Haematological (excl. lymphoma)","Consultant Upgrade",323,306,"17",0.947368421052632,NA,NA,NA,NA,NA
Nov 2023,"England","Haematological (excl. lymphoma)","Urgent Suspected Cancer",318,245,"73",0.770440251572327,NA,NA,NA,NA,NA
Dec 2023,"England","Haematological (excl. lymphoma)","ALL ROUTES",590,515,"75",0.872881355932203,0.85,"was met",0,"Nov 2023","7th"
Dec 2023,"England","Haematological (excl. lymphoma)","Consultant Upgrade",361,341,"20",0.944598337950138,NA,NA,NA,NA,NA
Dec 2023,"England","Haematological (excl. lymphoma)","Screening",1,0,"1",0,NA,NA,NA,NA,NA
Dec 2023,"England","Haematological (excl. lymphoma)","Urgent Suspected Cancer",228,174,"54",0.763157894736842,NA,NA,NA,NA,NA
Jan 2024,"England","Haematological (excl. lymphoma)","ALL ROUTES",707,605,"102",0.855728429985856,0.85,"was met",0,"Dec 2023","3rd"
Jan 2024,"England","Haematological (excl. lymphoma)","Consultant Upgrade",390,359,"31",0.92051282051282,NA,NA,NA,NA,NA
Jan 2024,"England","Haematological (excl. lymphoma)","Screening",1,1,"0",1,NA,NA,NA,NA,NA
Jan 2024,"England","Haematological (excl. lymphoma)","Urgent Suspected Cancer",316,245,"71",0.775316455696203,NA,NA,NA,NA,NA
Feb 2024,"England","Haematological (excl. lymphoma)","ALL ROUTES",675,578,"97",0.856296296296296,0.85,"was met",0,"Jan 2024","4th"
Feb 2024,"England","Haematological (excl. lymphoma)","Breast Symptomatic",1,0,"1",0,NA,NA,NA,NA,NA
Feb 2024,"England","Haematological (excl. lymphoma)","Consultant Upgrade",394,364,"30",0.923857868020305,NA,NA,NA,NA,NA
Feb 2024,"England","Haematological (excl. lymphoma)","Screening",2,1,"1",0.5,NA,NA,NA,NA,NA
Feb 2024,"England","Haematological (excl. lymphoma)","Urgent Suspected Cancer",278,213,"65",0.766187050359712,NA,NA,NA,NA,NA
Mar 2024,"England","Haematological (excl. lymphoma)","ALL ROUTES",667,595,"72",0.892053973013493,0.85,"was met",0,"Feb 2024","11th"
Mar 2024,"England","Haematological (excl. lymphoma)","Consultant Upgrade",378,358,"20",0.947089947089947,NA,NA,NA,NA,NA
Mar 2024,"England","Haematological (excl. lymphoma)","Screening",1,1,"0",1,NA,NA,NA,NA,NA
Mar 2024,"England","Haematological (excl. lymphoma)","Urgent Suspected Cancer",288,236,"52",0.819444444444444,NA,NA,NA,NA,NA
Apr 2024,"England","Haematological (excl. lymphoma)","ALL ROUTES",671,569,"102",0.847988077496274,0.85,"was NOT met",1.34999999999996,"Mar 2024",""
Apr 2024,"England","Haematological (excl. lymphoma)","Consultant Upgrade",405,367,"38",0.906172839506173,NA,NA,NA,NA,NA
Apr 2024,"England","Haematological (excl. lymphoma)","Urgent Suspected Cancer",266,202,"64",0.759398496240602,NA,NA,NA,NA,NA
May 2024,"England","Haematological (excl. lymphoma)","ALL ROUTES",739,643,"96",0.870094722598105,0.85,"was met",0,"Mar 2024","6th"
May 2024,"England","Haematological (excl. lymphoma)","Consultant Upgrade",442,411,"31",0.929864253393665,NA,NA,NA,NA,NA
May 2024,"England","Haematological (excl. lymphoma)","Screening",2,2,"0",1,NA,NA,NA,NA,NA
May 2024,"England","Haematological (excl. lymphoma)","Urgent Suspected Cancer",295,230,"65",0.779661016949153,NA,NA,NA,NA,NA
Jun 2024,"England","Haematological (excl. lymphoma)","ALL ROUTES",689,620,"69",0.899854862119013,0.85,"was met",0,"May 2024","12th"
Jun 2024,"England","Haematological (excl. lymphoma)","Consultant Upgrade",410,383,"27",0.934146341463415,NA,NA,NA,NA,NA
Jun 2024,"England","Haematological (excl. lymphoma)","Screening",2,2,"0",1,NA,NA,NA,NA,NA
Jun 2024,"England","Haematological (excl. lymphoma)","Urgent Suspected Cancer",277,235,"42",0.848375451263538,NA,NA,NA,NA,NA
Jul 2024,"England","Haematological (excl. lymphoma)","ALL ROUTES",771,682,"89",0.884565499351492,0.85,"was met",0,"Jun 2024","10th"
Jul 2024,"England","Haematological (excl. lymphoma)","Breast Symptomatic",1,1,"0",1,NA,NA,NA,NA,NA
Jul 2024,"England","Haematological (excl. lymphoma)","Consultant Upgrade",438,411,"27",0.938356164383562,NA,NA,NA,NA,NA
Jul 2024,"England","Haematological (excl. lymphoma)","Screening",2,2,"0",1,NA,NA,NA,NA,NA
Jul 2024,"England","Haematological (excl. lymphoma)","Urgent Suspected Cancer",330,268,"62",0.812121212121212,NA,NA,NA,NA,NA
Aug 2024,"England","Haematological (excl. lymphoma)","ALL ROUTES",678,593,"85",0.874631268436578,0.85,"was met",0,"Jul 2024","8th"
Aug 2024,"England","Haematological (excl. lymphoma)","Consultant Upgrade",397,374,"23",0.942065491183879,NA,NA,NA,NA,NA
Aug 2024,"England","Haematological (excl. lymphoma)","Screening",2,2,"0",1,NA,NA,NA,NA,NA
Aug 2024,"England","Haematological (excl. lymphoma)","Urgent Suspected Cancer",279,217,"62",0.777777777777778,NA,NA,NA,NA,NA
Sep 2024,"England","Haematological (excl. lymphoma)","ALL ROUTES",736,645,"91",0.876358695652174,0.85,"was met",0,"Aug 2024","9th"
Sep 2024,"England","Haematological (excl. lymphoma)","Consultant Upgrade",459,429,"30",0.934640522875817,NA,NA,NA,NA,NA
Sep 2024,"England","Haematological (excl. lymphoma)","Screening",2,1,"1",0.5,NA,NA,NA,NA,NA
Sep 2024,"England","Haematological (excl. lymphoma)","Urgent Suspected Cancer",275,215,"60",0.781818181818182,NA,NA,NA,NA,NA
Oct 2023,"England","Head and neck","ALL ROUTES",935,447,"488",0.47807486631016,0.85,"was NOT met",347.75,NA,""
Oct 2023,"England","Head and neck","Consultant Upgrade",228,166,"62",0.728070175438597,NA,NA,NA,NA,NA
Oct 2023,"England","Head and neck","Urgent Suspected Cancer",707,281,"426",0.397454031117397,NA,NA,NA,NA,NA
Nov 2023,"England","Head and neck","ALL ROUTES",1040,572,"468",0.55,0.85,"was NOT met",312,NA,"5th"
Nov 2023,"England","Head and neck","Consultant Upgrade",278,207,"71",0.744604316546763,NA,NA,NA,NA,NA
Nov 2023,"England","Head and neck","Urgent Suspected Cancer",762,365,"397",0.479002624671916,NA,NA,NA,NA,NA
Dec 2023,"England","Head and neck","ALL ROUTES",943,520,"423",0.551431601272534,0.85,"was NOT met",281.55,NA,"7th"
Dec 2023,"England","Head and neck","Consultant Upgrade",261,197,"64",0.754789272030651,NA,NA,NA,NA,NA
Dec 2023,"England","Head and neck","Urgent Suspected Cancer",682,323,"359",0.473607038123167,NA,NA,NA,NA,NA
Jan 2024,"England","Head and neck","ALL ROUTES",1069,559,"510",0.522918615528531,0.85,"was NOT met",349.65,NA,"2nd"
Jan 2024,"England","Head and neck","Consultant Upgrade",305,228,"77",0.747540983606557,NA,NA,NA,NA,NA
Jan 2024,"England","Head and neck","Urgent Suspected Cancer",764,331,"433",0.433246073298429,NA,NA,NA,NA,NA
Feb 2024,"England","Head and neck","ALL ROUTES",1029,557,"472",0.541302235179786,0.85,"was NOT met",317.65,NA,"3rd"
Feb 2024,"England","Head and neck","Consultant Upgrade",313,242,"71",0.773162939297125,NA,NA,NA,NA,NA
Feb 2024,"England","Head and neck","Urgent Suspected Cancer",716,315,"401",0.439944134078212,NA,NA,NA,NA,NA
Mar 2024,"England","Head and neck","ALL ROUTES",989,588,"401",0.594539939332659,0.85,"was NOT met",252.65,NA,"12th"
Mar 2024,"England","Head and neck","Consultant Upgrade",295,228,"67",0.772881355932203,NA,NA,NA,NA,NA
Mar 2024,"England","Head and neck","Urgent Suspected Cancer",694,360,"334",0.518731988472622,NA,NA,NA,NA,NA
Apr 2024,"England","Head and neck","ALL ROUTES",997,549,"448",0.550651955867603,0.85,"was NOT met",298.45,NA,"6th"
Apr 2024,"England","Head and neck","Consultant Upgrade",324,253,"71",0.780864197530864,NA,NA,NA,NA,NA
Apr 2024,"England","Head and neck","Urgent Suspected Cancer",673,296,"377",0.439821693907875,NA,NA,NA,NA,NA
May 2024,"England","Head and neck","ALL ROUTES",990,548,"442",0.553535353535354,0.85,"was NOT met",293.5,NA,"8th"
May 2024,"England","Head and neck","Consultant Upgrade",309,243,"66",0.786407766990291,NA,NA,NA,NA,NA
May 2024,"England","Head and neck","Screening",1,1,"0",1,NA,NA,NA,NA,NA
May 2024,"England","Head and neck","Urgent Suspected Cancer",680,304,"376",0.447058823529412,NA,NA,NA,NA,NA
Jun 2024,"England","Head and neck","ALL ROUTES",970,539,"431",0.555670103092784,0.85,"was NOT met",285.5,NA,"10th"
Jun 2024,"England","Head and neck","Consultant Upgrade",303,229,"74",0.755775577557756,NA,NA,NA,NA,NA
Jun 2024,"England","Head and neck","Urgent Suspected Cancer",667,310,"357",0.464767616191904,NA,NA,NA,NA,NA
Jul 2024,"England","Head and neck","ALL ROUTES",1131,618,"513",0.546419098143236,0.85,"was NOT met",343.35,NA,"4th"
Jul 2024,"England","Head and neck","Breast Symptomatic",1,1,"0",1,NA,NA,NA,NA,NA
Jul 2024,"England","Head and neck","Consultant Upgrade",330,243,"87",0.736363636363636,NA,NA,NA,NA,NA
Jul 2024,"England","Head and neck","Urgent Suspected Cancer",800,374,"426",0.4675,NA,NA,NA,NA,NA
Aug 2024,"England","Head and neck","ALL ROUTES",959,549,"410",0.572471324296142,0.85,"was NOT met",266.15,NA,"11th"
Aug 2024,"England","Head and neck","Consultant Upgrade",311,246,"65",0.790996784565916,NA,NA,NA,NA,NA
Aug 2024,"England","Head and neck","Urgent Suspected Cancer",648,303,"345",0.467592592592593,NA,NA,NA,NA,NA
Sep 2024,"England","Head and neck","ALL ROUTES",1085,602,"483",0.554838709677419,0.85,"was NOT met",320.25,NA,"9th"
Sep 2024,"England","Head and neck","Consultant Upgrade",399,310,"89",0.776942355889724,NA,NA,NA,NA,NA
Sep 2024,"England","Head and neck","Screening",1,1,"0",1,NA,NA,NA,NA,NA
Sep 2024,"England","Head and neck","Urgent Suspected Cancer",685,291,"394",0.424817518248175,NA,NA,NA,NA,NA
Oct 2023,"England","Hepatobiliary","ALL ROUTES",891,640,"251",0.718294051627385,0.85,"was NOT met",117.35,NA,"2nd"
Oct 2023,"England","Hepatobiliary","Consultant Upgrade",548,438,"110",0.799270072992701,NA,NA,NA,NA,NA
Oct 2023,"England","Hepatobiliary","Urgent Suspected Cancer",343,202,"141",0.588921282798834,NA,NA,NA,NA,NA
Nov 2023,"England","Hepatobiliary","ALL ROUTES",955,714,"241",0.747643979057592,0.85,"was NOT met",97.75,NA,"8th"
Nov 2023,"England","Hepatobiliary","Consultant Upgrade",588,496,"92",0.843537414965986,NA,NA,NA,NA,NA
Nov 2023,"England","Hepatobiliary","Screening",1,0,"1",0,NA,NA,NA,NA,NA
Nov 2023,"England","Hepatobiliary","Urgent Suspected Cancer",366,218,"148",0.595628415300546,NA,NA,NA,NA,NA
Dec 2023,"England","Hepatobiliary","ALL ROUTES",814,607,"207",0.745700245700246,0.85,"was NOT met",84.8999999999999,NA,"7th"
Dec 2023,"England","Hepatobiliary","Consultant Upgrade",498,410,"88",0.823293172690763,NA,NA,NA,NA,NA
Dec 2023,"England","Hepatobiliary","Urgent Suspected Cancer",316,197,"119",0.623417721518987,NA,NA,NA,NA,NA
Jan 2024,"England","Hepatobiliary","ALL ROUTES",1137,827,"310",0.727352682497801,0.85,"was NOT met",139.45,NA,"5th"
Jan 2024,"England","Hepatobiliary","Consultant Upgrade",742,590,"152",0.795148247978437,NA,NA,NA,NA,NA
Jan 2024,"England","Hepatobiliary","Urgent Suspected Cancer",395,237,"158",0.6,NA,NA,NA,NA,NA
Feb 2024,"England","Hepatobiliary","ALL ROUTES",970,736,"234",0.758762886597938,0.85,"was NOT met",88.5,NA,"11th"
Feb 2024,"England","Hepatobiliary","Consultant Upgrade",626,509,"117",0.813099041533546,NA,NA,NA,NA,NA
Feb 2024,"England","Hepatobiliary","Screening",1,0,"1",0,NA,NA,NA,NA,NA
Feb 2024,"England","Hepatobiliary","Urgent Suspected Cancer",343,227,"116",0.661807580174927,NA,NA,NA,NA,NA
Mar 2024,"England","Hepatobiliary","ALL ROUTES",998,747,"251",0.748496993987976,0.85,"was NOT met",101.3,NA,"9th"
Mar 2024,"England","Hepatobiliary","Consultant Upgrade",627,515,"112",0.821371610845295,NA,NA,NA,NA,NA
Mar 2024,"England","Hepatobiliary","Urgent Suspected Cancer",371,232,"139",0.62533692722372,NA,NA,NA,NA,NA
Apr 2024,"England","Hepatobiliary","ALL ROUTES",1002,718,"284",0.716566866267465,0.85,"was NOT met",133.7,NA,""
Apr 2024,"England","Hepatobiliary","Consultant Upgrade",673,527,"146",0.783060921248143,NA,NA,NA,NA,NA
Apr 2024,"England","Hepatobiliary","Screening",1,0,"1",0,NA,NA,NA,NA,NA
Apr 2024,"England","Hepatobiliary","Urgent Suspected Cancer",328,191,"137",0.582317073170732,NA,NA,NA,NA,NA
May 2024,"England","Hepatobiliary","ALL ROUTES",1108,797,"311",0.719314079422383,0.85,"was NOT met",144.8,NA,"3rd"
May 2024,"England","Hepatobiliary","Consultant Upgrade",723,563,"160",0.778699861687414,NA,NA,NA,NA,NA
May 2024,"England","Hepatobiliary","Urgent Suspected Cancer",385,234,"151",0.607792207792208,NA,NA,NA,NA,NA
Jun 2024,"England","Hepatobiliary","ALL ROUTES",986,747,"239",0.757606490872211,0.85,"was NOT met",91.0999999999999,NA,"10th"
Jun 2024,"England","Hepatobiliary","Consultant Upgrade",653,548,"105",0.839203675344564,NA,NA,NA,NA,NA
